Name,Description,Section,Assignee,Collaborators,Start Date,Due Date,Type,Tags,Parent Task,Task Category,Client Name,Project Phase,Priority Level,Task Stage,QA Status,Blocked Reason,Completion Notes,Time Spent (hrs),Deliverable Link,Metrics / KPIs,Issues / Blockers Encountered,Assigned Role,Reviewed By,Review Date,Admin Notes,Week Number,Supervisor
Weekly content plan — Week [set week number],"Plan the week's posts.
Log plan link in Deliverable Link.

CSV cannot create a repeating schedule. After import, open this task and set Recurring.
Recurrence: Every Monday.
Due: Wednesday same week.",📱 DGK — Social Media & Content | 📅 Content Calendar,,,,,Task,,,Social Media Content,DGK Internal,,High,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📱 DGK — Social Media & Content | ✍️ In Creation,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
Create social graphics in Canva,"Paste Canva design link in Deliverable Link.

CSV cannot create a repeating schedule. After import, open this task and set Recurring.
Recurrence: Every Monday.
Due: Thursday same week.",📱 DGK — Social Media & Content | 🎨 Design — Canva,,,,,Task,,,Social Media Content,DGK Internal,,High,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📱 DGK — Social Media & Content | 👀 Ready for Dilip Review,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
Schedule posts for the week,"Confirm scheduled in Completion Notes.

CSV cannot create a repeating schedule. After import, open this task and set Recurring.
Recurrence: Every Thursday.
Due: Friday same week.",📱 DGK — Social Media & Content | ✅ Approved & Scheduled,,,,,Task,,,Social Media Content,DGK Internal,,Medium,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,
Weekly social media report,"Log reach, engagement, follower change in Metrics/KPIs field.

CSV cannot create a repeating schedule. After import, open this task and set Recurring.
Recurrence: Every Friday.
Due: Friday same week.",📱 DGK — Social Media & Content | 📢 Published,,,,,Task,,,Social Media Content,DGK Internal,,Medium,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,
Welcome to DGK on Asana 👋 (duplicate for each intern),"Welcome to DGK on Asana 👋
Here is how your task system works:
1. Check THIS board every morning
2. Start with TODAY column first
3. Change Task Stage to In Progress
   when you start working
4. If you get stuck: change to Blocked
   and fill in the Blocked Reason field
5. Before submitting: fill in ALL fields
   (Completion Notes, Time Spent,
   Deliverable Link, Metrics/KPIs)
6. Change Task Stage to Ready for Review
   DO NOT mark complete yourself
7. Dilip reviews and approves —
   you will get a notification

Duplicate this task for each new intern and assign it to them.",🎓 DGK — Intern Training | 📚 Intern Onboarding,,,,,Task,,,Intern Training / Supervision,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Intern,,,,,Shuvang@dgkbusinessconsultancy.com
Intern Asana access set up,"Created fresh for every new intern from this project's task template. Duplicate this task, assign the intern's supervisor in Supervisor, and complete before the intern starts work.",🎓 DGK — Intern Training | 📚 Intern Onboarding,,,,,Task,,,Intern Training / Supervision,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,Shuvang@dgkbusinessconsultancy.com
Intern briefed on task SOP,Walk intern through the 5-step task process. Confirm understood in Completion Notes.,🎓 DGK — Intern Training | 📚 Intern Onboarding,,,,,Task,,,Intern Training / Supervision,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,Shuvang@dgkbusinessconsultancy.com
Intern completes first practice task,Intern's first real task to test the workflow end to end.,🎓 DGK — Intern Training | 🔄 Active Training Tasks,,,,,Task,,,Intern Training / Supervision,DGK Internal,,High,Not Started,Awaiting Submission,,,,,,,Intern,,,,,Shuvang@dgkbusinessconsultancy.com
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,🎓 DGK — Intern Training | 📝 Skill Assessments,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
First week supervisor check-in,"Weekly supervisor check-in for the intern.

CSV cannot create a repeating schedule. After import, set Recurring: Weekly (every Monday).",🎓 DGK — Intern Training | 👀 Supervisor Review,Shuvang@dgkbusinessconsultancy.com,,,,Task,,,Intern Training / Supervision,DGK Internal,,High,Not Started,Awaiting Submission,,,,,,,Allrounder / Senior,,,,,Shuvang@dgkbusinessconsultancy.com
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,🎓 DGK — Intern Training | ✅ Training Signed Off,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
📋 TEAM SOP — How to Handle Any Task,"STEP 1 — RECEIVE YOUR TASK
✅ Check your My Tasks board every morning
✅ Start with Today column
✅ Read the full task description
✅ If anything is unclear, comment
   on the task and tag your supervisor
   Do NOT ask via WhatsApp or
   any other channel

STEP 2 — START THE TASK
✅ Change Task Stage → In Progress
✅ Note your start time
✅ If you hit a blocker at any point:
   → Change Task Stage → Blocked
   → Fill in Blocked Reason field
   → Add details in comments
   → Your supervisor is auto-notified

STEP 3 — COMPLETE THE TASK
Before submitting — fill in ALL of these:
✅ Completion Notes — what you did,
   how it went (REQUIRED — cannot submit without)
✅ Time Spent — hours and decimals
   e.g. 1.5 = 1hr 30mins
✅ Deliverable Link — paste the URL
   to your work output
✅ Metrics/KPIs — any numbers
   that show your output
✅ Issues/Blockers — anything that
   slowed you down (even if resolved)

STEP 4 — SUBMIT FOR REVIEW
✅ Change Task Stage → Ready for Review
✅ Dilip is automatically notified
✅ DO NOT mark the task complete yourself
✅ Do not chase Dilip on other channels —
   wait for Asana notification

STEP 5 — AFTER DILIP REVIEWS
If Approved:
✅ You get a notification
✅ Task is marked complete automatically
✅ Nothing else needed

If Revision Required:
✅ Check Admin Notes for Dilip's feedback
✅ Make the changes
✅ Resubmit (repeat from Step 3)",⚙️ DGK — Internal Admin | 🔄 Ongoing Operations,Support@dgkbusinessconsultancy.com,Shuvang@dgkbusinessconsultancy.com,,,Task,,,Intern Training / Supervision,DGK Internal,,Critical,In Progress,Approved by Dilip,,,,,,,Admin,,,,,
👑 DILIP SOP — Daily Review Routine,"DAILY MORNING — 5 MINUTES MAX

Step 1: Open Daily Morning Briefing dashboard
Step 2: Check ""Pending Your Review"" widget
  → Open each task
  → Read Completion Notes
  → Check Deliverable Link
  → Set QA Status:
     Approved by Dilip → auto-closes ✅
     Revision Required → add Admin Notes
     explaining what needs changing ✅
Step 3: Check Overdue Tasks widget
  → Comment on the task directly
     (not Slack or WhatsApp)
Step 4: Check Blocked Tasks widget
  → Comment with solution to unblock
Step 5: Check Intern Check-ins widget
  → Follow up if needed
Done ✅ — 5 minutes maximum

WEEKLY FRIDAY — 15 MINUTES

Step 1: Open Weekly Performance dashboard
Step 2: Review completion rates per person
Step 3: Read completion notes on key tasks
Step 4: Check KPIs logged this week
Step 5: Update Portfolio health status
  🟢 On Track
  🟡 At Risk
  🔴 Off Track
Step 6: Plan next week's task delegations
Done ✅",⚙️ DGK — Internal Admin | 🔄 Ongoing Operations,Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,In Progress,Approved by Dilip,,,,,,,Admin,,,,,
🎓 SUPERVISOR SOP — Managing Interns,"WHEN ASSIGNING A TASK TO AN INTERN:
✅ Fill in the Supervisor field with your name
✅ Write a clear task description including:
   → Exactly what needs to be done
   → Where to find what they need
   → What ""done"" looks like specifically
   → Example or reference if possible
✅ Set a realistic due date
✅ Set Priority Level
✅ Set Assigned Role → Intern

MONITORING INTERN TASKS:
✅ Check ""Intern Tasks I Supervise""
   column in My Tasks daily
✅ You are auto-notified if an intern
   task has no update for 24 hours
✅ When notified — comment on the task
   to check in. Do not use WhatsApp.
✅ If intern is stuck — help them
   update the Blocked Reason field

REVIEWING INTERN WORK:
✅ Interns submit to Dilip directly
   (Dilip is final approver on all tasks)
✅ You may add a comment on the task
   with your own feedback before
   Dilip reviews if helpful
✅ If intern work is clearly not ready —
   change QA Status to Revision Required
   yourself and add Admin Notes",⚙️ DGK — Internal Admin | 🔄 Ongoing Operations,Shuvang@dgkbusinessconsultancy.com,Support@dgkbusinessconsultancy.com,,,Task,,,Intern Training / Supervision,DGK Internal,,Critical,In Progress,Approved by Dilip,,,,,,,Allrounder / Senior,,,,,Shuvang@dgkbusinessconsultancy.com
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,⚙️ DGK — Internal Admin | 📊 Reporting & Data,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,⚙️ DGK — Internal Admin | 🛠️ Tools & Systems,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,⚙️ DGK — Internal Admin | 💼 Business Development,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,⚙️ DGK — Internal Admin | ✅ Done,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📊 DGK — Dilip Master Tracker | 🔴 Needs Immediate Attention,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📊 DGK — Dilip Master Tracker | 👀 Pending Dilip Review,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📊 DGK — Dilip Master Tracker | 🔄 All In Progress — Full Team,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📊 DGK — Dilip Master Tracker | ✅ Approved This Week,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
— Section placeholder (delete after import),Placeholder so Asana creates this section during CSV import. Delete this task after import.,📊 DGK — Dilip Master Tracker | 📋 Full Task History,,,,,Task,,,,,,,Not Started,Awaiting Submission,,,,,,,,,,,,
Create team: DGK — Client Operations,"Members: Dilip (admin), Shuvang (senior). Add 3rd allrounder when known. Add interns per client project only.
Visibility: Members only.",🛠️ DGK — Remaining setup | 1. Teams (CSV cannot create teams),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Create team: DGK — Internal Operations,"Members: Dilip, Shuvang, all interns. Add 3rd allrounder when known.
Visibility: team. Interns still only see tasks assigned to them if project privacy and assignee visibility are set correctly.",🛠️ DGK — Remaining setup | 1. Teams (CSV cannot create teams),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Create team: DGK — Admin Command Centre,Members: Dilip ONLY. Private. Shuvang and interns must not see this team.,🛠️ DGK — Remaining setup | 1. Teams (CSV cannot create teams),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Invite Shuvang@dgkbusinessconsultancy.com,Invite with a non-admin role. Do not make Shuvang a workspace admin.,🛠️ DGK — Remaining setup | 1. Teams (CSV cannot create teams),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Convert all 18 CSV custom fields to organization fields,"After importing 00_custom_field_seed.csv, open each field → Add to organization / make global. Option colours cannot be set by CSV: colour Task Category and Priority Level options in field settings.

People fields workaround: CSV creates Reviewed By and Supervisor as text. Create People-type fields with those exact names if you want native people pickers, then hide the text versions.",🛠️ DGK — Remaining setup | 2. Convert custom fields to organization-level,Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Move 🏢 CLIENT — [Client Name] into Client Operations and save as template,Import 01 CSV into a project named 🏢 CLIENT — [Client Name]. Then Customize → Save as template. Delete placeholder tasks first.,🛠️ DGK — Remaining setup | 3. Place projects in the correct team,Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
"Move Social Media, Intern Training, Internal Admin into Internal Operations","Import 02, 03, and 04 CSVs as three projects on that team. Delete placeholder tasks after sections exist.",🛠️ DGK — Remaining setup | 3. Place projects in the correct team,Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Move 📊 DGK — Dilip Master Tracker into Admin Command Centre,Import 05 CSV. Dilip only. Display all 18 custom fields on this project.,🛠️ DGK — Remaining setup | 3. Place projects in the correct team,Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Portfolio: 🏢 DGK — Active Clients,"Team: Admin Command Centre. Add the client template and every future client project. Columns: Project name, health (On Track / At Risk / Off Track), % complete, overdue count, owner, start date, due date, last activity.",🛠️ DGK — Remaining setup | 4. Portfolios (CSV cannot create portfolios),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Portfolio: 📋 DGK — Internal Operations,"Add Social Media, Intern Training, and Internal Admin projects.",🛠️ DGK — Remaining setup | 4. Portfolios (CSV cannot create portfolios),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Portfolio: 🌐 DGK — Full Business Overview,"Add Portfolio 1 + Portfolio 2 if nested portfolios are available on Advanced. If nested portfolios are not available, add every project from both portfolios into this one portfolio.",🛠️ DGK — Remaining setup | 4. Portfolios (CSV cannot create portfolios),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 1 — Ready for Review → notify Dilip,"Apply to ALL projects.
Trigger: Task Stage changed to Ready for Review.
Actions: assign Dilip; move to Ready for Dilip Review; QA Status = Pending Dilip Review; comment with the review checklist; due date = today + 1 business day.
Workaround if a project has no matching section name: skip the move or map to that project's review section.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 2 — Approved → auto close,"Trigger: QA Status = Approved by Dilip.
Actions: Task Stage = Complete; move to Approved & Complete; mark complete; Review Date = today (Asana may not write custom date fields from rules — if so, Dilip fills Review Date); notify original assignee; multi-home to Master Tracker → Approved This Week.
Limitation: rules often cannot store the original assignee. Workaround: keep the original assignee as a collaborator before reassigning to Dilip in Rule 1, then notify collaborators.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 3 — Revision Required → return to assignee,"Trigger: QA Status = Revision Required.
Actions: Task Stage = Revision Needed; move to Revision Needed; reassign to original assignee (use collaborator workaround if needed); extend due date +1 business day; notify assignee.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 4 — Overdue → flag + alert Dilip,"Trigger: due date passed AND Task Stage is not Complete and not Approved.
Actions: tag 🔴 OVERDUE; Priority = Critical; notify assignee; notify Dilip; multi-home to Master Tracker → Needs Immediate Attention.
Limitation: Asana has no Task Stage value named Approved (use Complete). Tag names must be created once in the workspace.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 5 — Blocked → alert Dilip,"Trigger: Task Stage = Blocked.
Actions: tag ⚠️ BLOCKED; add Dilip as collaborator; notify Dilip; multi-home to Needs Immediate Attention; comment to fill Blocked Reason.
48-hour follow-up: native rules cannot wait 48 hours after a field change. Workaround: a second rule on a due date, or a scheduled rule that finds tasks with tag ⚠️ BLOCKED last modified more than 2 days ago.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 6 — New task missing fields,"Trigger: task added to project.
If no due date / no assignee, comment to creator. Set defaults: Task Stage = Not Started; QA Status = Awaiting Submission; Priority Level = Medium unless already set.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 7 — Intern inactive 24hrs,"Apply to Intern Training and every Client Operations project.
Native limitation: Asana cannot trigger on Assigned Role = Intern AND no activity for 24 hours in one rule. Workaround: a scheduled rule (daily) filtering Assigned Role = Intern, Task Stage = In Progress, last modified yesterday or earlier. Notify Supervisor (People field) if available; otherwise notify Shuvang and Dilip.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 8 — Approved task archive to Master Tracker,"Trigger: task completed AND QA Status = Approved by Dilip.
Multi-home to Master Tracker → Approved This Week. Overlaps Rule 2; keep both if Rule 2 cannot multi-home.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 9 — Monday 8:00 AM reset,Master Tracker only. Move Approved This Week → Full Task History. Notify Dilip. Use a scheduled rule.,🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 10 — Completion Notes missing → block submission,"Native limitation: Asana rules cannot read a long-text field and revert another field in one guaranteed native rule on all plans. Workaround: Rule 1 still fires on Ready for Review; add a branch/condition Completion Notes is empty → set Task Stage back to In Progress and comment the assignee. If conditions cannot inspect long text, require Completion Notes in the task description checklist instead.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Rule 11 — Deliverable Link missing → warn,"On Ready for Review, if Deliverable Link is empty: comment the reminder and notify Dilip. Do not block submission. Same text-field condition limitation as Rule 10; use a URL/text custom field condition if available.",🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Dashboard: ⚡ DGK — Daily Morning Briefing,"Admin Command Centre, Dilip only. Widgets: overdue (tag 🔴 OVERDUE); blocked (tag ⚠️ BLOCKED); pending review (QA Status = Pending Dilip Review); bar chart tasks due today by assignee; intern check-ins (tag 👀 NEEDS CHECK-IN and Assigned Role = Intern); completion rate this week.
Limitation: colour thresholds on number charts and 'days blocked' are not always native. Use a report or custom number field if the widget cannot colour-code >80% / 50–80% / <50%.",🛠️ DGK — Remaining setup | 6. Dashboards (CSV cannot create dashboards),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Dashboard: 📊 DGK — Weekly Performance,"10 widgets as specified: completed by person; time spent by person; category pie; client bar; completion notes list; KPIs list; overdue count; in progress last modified >48h; intern activity; three number widgets.
Limitation: summing Time Spent (hrs) by person needs the number field on tasks and a chart that supports custom number fields (Advanced).",🛠️ DGK — Remaining setup | 6. Dashboards (CSV cannot create dashboards),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Configure Shuvang My Tasks board,"CSV cannot set another person's My Tasks. Shuvang: My Tasks → Board with columns Today; This Week; In Progress; Overdue; Blocked; Intern Tasks I Supervise (Supervisor = Shuvang); Done This Week. Card fields: Priority, Client Name, Task Category, due date, Task Stage, Assigned Role. Sort due date.",🛠️ DGK — Remaining setup | 7. My Tasks views (CSV cannot configure other users),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Configure intern My Tasks list,"CSV cannot set intern views or hide other people's tasks beyond Asana privacy. Workaround for 'interns see only their own tasks': do not add interns to full teams as project members; add each intern only as assignee/collaborator on their tasks, or use a private per-intern project. Comment-only / limited roles cannot be fully enforced by CSV. Interns should use list sections: Today + overdue; This Week; In Progress; Blocked; Completed This Week.",🛠️ DGK — Remaining setup | 7. My Tasks views (CSV cannot configure other users),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Set weekly recurrence on 4 Social Media tasks and intern check-in,Open each task → Set repeating. Social: Mon/Thu/Fri as specified. Intern check-in: every Monday.,🛠️ DGK — Remaining setup | 8. Recurring schedules (CSV cannot set recurrence),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Pin the 3 SOP tasks to the top of Ongoing Operations,"CSV cannot pin. In Internal Admin, pin TEAM SOP, DILIP SOP, SUPERVISOR SOP. Do not mark them complete.",🛠️ DGK — Remaining setup | 8. Recurring schedules (CSV cannot set recurrence),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Save client project as Asana template,"After deleting placeholders, save 🏢 CLIENT — [Client Name] as a template so a new client can be created in under 60 seconds.",🛠️ DGK — Remaining setup | 9. Save client project as Asana template,Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
"Create tags: 🔴 OVERDUE, ⚠️ BLOCKED, 👀 NEEDS CHECK-IN",Create these tags once so rules can apply them.,🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
Only Dilip can mark tasks complete,Native limitation: Asana cannot stop assignees from completing tasks. Workaround: SOP + Rule 2 (Dilip approval completes the task) + comment rule if someone else completes a task without QA Status = Approved by Dilip (reopen it and notify Dilip).,🛠️ DGK — Remaining setup | 5. Automation rules (CSV cannot create rules),Support@dgkbusinessconsultancy.com,,,,Task,,,Internal Admin,DGK Internal,,Critical,Not Started,Awaiting Submission,,,,,,,Admin,,,,,
