earnings_date,report_time,symbol,company_name,exchange,country,fiscal_quarter_ending,consensus_eps_forecast,number_of_estimates,last_year_report_date,last_year_eps,eps_yoy_change_pct,earnings_expectation,nasdaq_market_cap,price,daily_change_pct,volume,technical_market_cap,52_week_low,52_week_high,distance_from_52w_low_pct,distance_from_52w_high_pct,rsi_14,rsi_signal,macd,macd_signal_line,macd_direction,sma_20,sma_50,sma_200,ema_20,ema_50,ema_200,trend_structure,bollinger_lower,bollinger_upper,bollinger_position,stochastic_k,stochastic_d,adx,adx_plus_di,adx_minus_di,cci_20,momentum,vwma,atr_14,atr_pct,relative_volume_10d,return_1m_pct,return_3m_pct,return_6m_pct,technical_rating_score,technical_rating,bullish_bearish_signal,moving_average_rating,oscillator_rating,future_bias_not_forecast,one_month_scenario_low,one_month_scenario_high,scenario_range_pct,data_status,earnings_source,technical_source,captured_at_utc
2026-09-23,Time not supplied,KBH,KB Home,NYSE,United States,Aug/2026,0.88,6.0,9/24/2025,,,Insufficient EPS comparison,3207111940.0,52.25,-0.11470082202256217,584729.0,3203433220.9999995,44.025,68.41,18.682566723452588,-23.622277444818007,39.42576536704444,Neutral,-1.0513179432178035,-0.6599875566654325,Bearish,54.93250000000002,56.55539999999999,56.47032500000004,54.53541769761006,55.199071086768434,56.278848412207076,Negative / mixed,51.55856535333359,58.306434646666446,Lower third,4.813818801796363,2.721725084920724,13.029583342141922,18.804372449463838,25.30588838995558,-145.871626137623,-3.1199999999999974,55.01344426687391,1.6571883015969686,3.171652251860227,0.7449634964332198,-8.733624454148472,1.083381698587739,-9.539473684210522,-0.4,Sell,Bearish,Strong Sell,Unavailable,Bearish technical bias,44.65580916713658,59.84419083286342,14.534336522226635,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-23,https://www.tradingview.com/symbols/NYSE-KBH/,2026-09-06T07:14:29+00:00
2026-09-22,After hours,WOR,"Worthington Enterprises, Inc.",NYSE,United States,Aug/2026,0.76,2.0,9/23/2025,0.74,2.7027027027027053,Forecast EPS broadly flat,2997744130.0,62.49,1.9911865513301759,425396.0,3057434846.0,45.01,65.69,38.83581426349701,-4.871365504643011,70.67523837944812,Overbought,0.9191649110695934,0.4747255176250737,Bullish,57.885000000000005,56.435,55.053550000000016,58.2228114632455,57.2088658894891,55.76323978457332,Bullish alignment,54.84019787178309,60.92980212821692,At/above upper band,90.52744873374537,69.36937429537284,19.745649651937512,32.80949076216041,16.71439217903924,315.53317927718246,5.630000000000003,58.30575849253224,1.654979051944973,2.6483902255480443,1.6103962770498204,5.521783181357655,8.433107756376886,22.794262134014545,0.5121212121212121,Strong Buy,Bullish,Strong Buy,Neutral,Bullish technical bias,54.90593322089591,70.0740667791041,12.136448678355084,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-22,https://www.tradingview.com/symbols/NYSE-WOR/,2026-09-06T07:14:29+00:00
2026-09-10,Time not supplied,FIZZ,National Beverage Corp.,NASDAQ,United States,Jul/2026,,2.0,N/A,0.6,,Insufficient EPS comparison,3038752770.0,32.24,-0.6777572396796021,367397.0,3018054219.0,30.0101,40.65,7.430498398872376,-20.68880688806888,51.04907643942495,Neutral,0.07333819887806214,0.05348186914360998,Bullish,31.96,31.864800000000024,33.89900000000001,32.13109699833243,32.40709148322217,34.513284327387964,Mixed,30.499041410580368,33.420958589419634,Middle third,55.935747572238,51.82720573542002,9.635921039486437,17.28588079446747,19.892035275478293,14.037277329773787,-0.12999999999999545,31.975401315083552,0.9432629883308026,2.9257536858895863,1.1062133021880862,0.5928237129485331,-7.964601769911501,-8.51305334846765,0.02121212121212121,Neutral,Neutral,Buy,Neutral,Neutral / mixed technical bias,27.91742595572385,36.562574044276154,13.407487730385082,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-FIZZ/,2026-09-06T07:14:29+00:00
2026-09-07,Time not supplied,CHRN,ChronoScale Holdings Corporation,NASDAQ,United States,Jun/2026,-0.06,1.0,7/28/2025,-1.24,95.16129032258064,Forecast EPS growth,2924400130.0,20.26,0.8964143426294985,138626.0,2950614794.0,3.47,30.0,483.8616714697406,-32.46666666666667,47.55278890442671,Neutral,-0.6564136481405605,-0.42419229556556004,Bearish,20.90950000000001,21.561399999999995,13.608949999999993,20.680146920511234,20.699594799993896,15.347943025958513,Mixed,17.147943274387877,24.67105672561214,Middle third,32.25108225108225,21.87628161312372,10.783018294816035,22.24415628484466,20.92033607498806,-43.70239530115853,-3.5849999999999973,20.84878925421353,2.3220395081220366,11.461201915706004,0.8280460226003414,-15.159128978224446,-11.489733508082127,88.64059590316575,-0.045454545454545456,Neutral,Neutral,Unavailable,Neutral,Neutral / mixed technical bias,9.619078187352743,30.900921812647262,52.52182533389564,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-07,https://www.tradingview.com/symbols/NASDAQ-CHRN/,2026-09-06T07:14:29+00:00
2026-09-09,After hours,AEO,"American Eagle Outfitters, Inc.",NYSE,United States,Jul/2026,0.21,6.0,9/03/2025,0.45,-53.333333333333336,Forecast EPS decline,2850422270.0,17.39,2.2339800117577835,5381004.0,2914100171.0000005,14.055,28.46,23.728210601209533,-38.89669711876318,54.83467853566963,Neutral,-0.05145820847511118,-0.1249113777817589,Bullish,16.747500000000016,17.039799999999985,19.757849999999998,16.895004019781297,17.05708791785122,17.866469246386508,Mixed,15.640415992348194,17.854584007651837,Upper third,60.15424164524421,49.09196218107956,11.244292432523173,22.17798592488371,23.637908667048116,62.50468731585464,1.2199999999999989,16.766088815661835,0.6864877926976475,3.9476008780773286,1.1132291619730468,-3.816371681415917,5.971968312004877,-7.5,0.403030303030303,Buy,Neutral,Strong Buy,Buy,Neutral / mixed technical bias,14.244117726299878,20.535882273700125,18.0901798372635,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NYSE-AEO/,2026-09-06T07:14:29+00:00
2026-09-23,Time not supplied,FUL,H. B. Fuller Company,NYSE,United States,Aug/2026,1.46,3.0,9/24/2025,,,Insufficient EPS comparison,2886770430.0,53.89,0.40991242779951337,382261.0,2898603532.0,48.71,68.63,10.634366659823446,-21.477487979017916,36.06596495738307,Neutral,-1.3066685631170358,-0.6545352356696361,Bearish,58.258499999999984,57.641599999999904,60.1050499999999,56.820510276077464,58.04754384724126,59.66252895961757,Negative / mixed,52.16134238353577,64.3556576164642,Lower third,8.447843288477758,5.893614419352217,21.30591967801619,15.265053994641928,30.742016201015634,-125.23469424198782,-4.810000000000002,58.675962879632905,1.8437981432504886,3.4214105460205766,0.7478920225646568,-7.596021947873799,-10.645000829049913,-10.630182421227191,-0.3090909090909091,Sell,Bearish,Strong Sell,Buy,Bearish technical bias,45.440655442335604,62.3393445576644,15.678872810659481,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-23,https://www.tradingview.com/symbols/NYSE-FUL/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,AEHR,Aehr Test Systems,NASDAQ,United States,Aug/2026,0.05,1.0,10/06/2025,-0.05,200.0,Forecast turnaround to profit,2487961600.0,86.26,13.09820374983612,4520676.0,2813840006.0,18.7,147.4,361.2834224598931,-41.47896879240163,45.61365521082789,Neutral,-5.013370276653077,-1.5865106187586857,Bearish,102.3765,90.82300000000004,62.73634999999997,92.42866292510547,93.3474551276227,70.06297853933114,Mixed,61.901154281896396,142.8518457181036,Lower third,9.649302190712698,6.205419332984242,15.27734737969429,25.643246059181088,28.96624537473743,-75.35465222526491,-15.469999999999999,102.52875485286567,10.246786625644546,11.878955049437218,1.8872674916855754,-19.68342644320298,-21.809282088469896,121.57718982789625,-0.04242424242424242,Neutral,Neutral,Sell,Buy,Neutral / mixed technical bias,39.303324657922744,133.21667534207728,54.436210691023945,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-AEHR/,2026-09-06T07:14:29+00:00
2026-09-10,Time not supplied,RH,RH,NYSE,United States,Jul/2026,0.42,5.0,9/11/2025,2.93,-85.6655290102389,Forecast EPS decline,2771070980.0,147.99,0.9412727644771811,411555.0,2797154439.9999995,106.3037,253.05,39.21434531441521,-41.51748666271487,40.12004586736072,Neutral,-7.5253610825638475,-6.422518517023866,Bearish,159.8969999999999,168.7469999999999,162.62835000000004,156.53004936172525,161.46882040273235,168.3102809452572,Negative / mixed,128.88018965463894,190.91381034536087,Lower third,17.888599228726267,15.86984218922972,19.722910599609026,20.02451618941693,26.461044311621837,-59.09533200453266,-5.219999999999999,158.04606870653853,8.192851194979559,5.536084326629879,0.5817953629119186,-20.567870753045995,-2.4134520276953486,-0.8907045271899171,-0.3333333333333333,Sell,Bearish,Strong Sell,Unavailable,Bearish technical bias,110.44563924149678,185.53436075850323,25.369525480440046,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NYSE-RH/,2026-09-06T07:14:29+00:00
2026-09-09,Pre-market,ASO,"Academy Sports and Outdoors, Inc.",NASDAQ,United States,Jul/2026,2.06,5.0,9/02/2025,1.82,13.186813186813188,Forecast EPS growth,2708962560.0,44.94,2.8846153846153797,1606430.0,2787105533.9999995,41.29,62.445,8.83991281181884,-28.03266874849868,46.46666392124413,Neutral,-1.2120417238620007,-1.1560028963674216,Bearish,45.74750000000001,46.854,52.35775000000004,45.16624723637921,47.024018545415366,50.48541875559618,Bearish alignment,40.9577520943161,50.53724790568392,Middle third,31.40055587519899,21.72275343570826,21.258060063520016,16.885256103541785,25.305112609428583,-42.49371056490877,-0.8900000000000006,45.34598748649257,1.6426238955879362,3.6551488553358618,0.783878902340194,-8.360522022838502,-12.226562500000009,-24.647887323943664,-0.26666666666666666,Sell,Bearish,Strong Sell,Unavailable,Bearish technical bias,37.41255166012504,52.467448339874956,16.74999630590778,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-ASO/,2026-09-06T07:14:29+00:00
2026-09-08,Pre-market,ABM,ABM Industries Incorporated,NYSE,United States,Jul/2026,1.01,3.0,9/05/2025,0.82,23.17073170731708,Forecast EPS growth,2766777090.0,47.05,-0.38111369892017727,367847.0,2756232297.0,36.962,50.12,27.292895406092722,-6.125299281723862,49.20575588967521,Neutral,-0.09833949900681915,0.007227460251288224,Bearish,47.30900000000004,46.96219999999992,43.508899999999805,47.16532219978277,46.50338989765019,44.66913612429614,Positive / mixed,46.088395231867906,48.529604768132174,Middle third,36.336541172466745,24.07336839470231,11.531764751010785,19.725924023882037,19.790012253165326,-46.24134984858638,0.23999999999999488,47.24185111116256,0.9066401038422268,1.9269715278261996,1.0004748792675218,-4.331028873525828,12.72160996645902,7.518281535648992,0.17878787878787877,Buy,Neutral,Buy,Neutral,Neutral / mixed technical bias,42.89525309606037,51.20474690393962,8.830492888288264,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NYSE-ABM/,2026-09-06T07:14:29+00:00
2026-09-08,Pre-market,UNFI,"United Natural Foods, Inc.",NYSE,United States,Jul/2026,0.62,2.0,9/30/2025,-0.11,663.6363636363636,Forecast turnaround to profit,2639844860.0,43.93,0.7106831728564931,1098019.0,2658605933.0,27.97,57.02,57.0611369324276,-22.956857243072616,36.38493441881376,Neutral,-1.1477041594729158,-0.7884356151695388,Bearish,46.633499999999984,47.710800000000056,43.397800000000025,46.28232855262617,47.48103819207241,43.8533366536001,Mixed,43.352632584207875,49.91436741579209,Lower third,17.258973358486504,14.456408737025845,21.249568437357805,10.697713732805727,30.943816496025583,-146.40938138268245,-4.109999999999999,46.16857480189168,1.6091844202752597,3.6630649220925555,2.1250918099256326,-10.511305764921579,-17.88785046728972,19.019235979409384,-0.31212121212121213,Sell,Neutral,Strong Sell,Neutral,Neutral / mixed technical bias,36.555790586944994,51.304209413055005,16.78627228102665,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NYSE-UNFI/,2026-09-06T07:14:29+00:00
2026-10-06,Time not supplied,PENG,"Penguin Solutions, Inc.",NASDAQ,United States,Aug/2026,0.61,1.0,10/07/2025,0.3,103.33333333333334,Forecast EPS growth,2491932420.0,51.76,6.436356158749732,1132469.0,2652321997.0,16.04,89.86,222.69326683291771,-42.39928778099266,46.78057947658382,Neutral,-2.489290062170028,-2.338228372083517,Bearish,53.68099999999996,58.9004,36.613425,52.46759269266937,54.82853288785928,42.33659928689223,Mixed,43.8767399055301,63.48526009446982,Middle third,20.03136385049447,11.17914760516148,18.221514368239657,21.042033816524963,29.353144058314736,-43.65447484223956,-0.8599999999999994,53.820163441061226,3.953855856669901,7.638825070846023,0.7824191376185466,-8.437997523438888,-24.072172509901723,180.84644601193708,-0.06666666666666667,Neutral,Neutral,Sell,Unavailable,Neutral / mixed technical bias,33.64115624986571,69.87884375013428,35.0054941076783,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-06,https://www.tradingview.com/symbols/NASDAQ-PENG/,2026-09-06T07:14:29+00:00
2026-09-10,Time not supplied,HUBG,"Hub Group, Inc.",NASDAQ,United States,Jun/2026,0.52,3.0,7/31/2025,0.45,15.555555555555555,Forecast EPS growth,2234549250.0,36.68,0.38314176245210885,841798.0,2243110716.0000005,32.9,53.26,11.489361702127665,-31.130304168231316,33.29904608702266,Neutral,-2.1014507898303165,-1.8776011624348923,Bearish,39.67199999999997,44.244799999999906,42.44707500000001,39.98620728255802,42.32948080689411,41.91539288493358,Negative / mixed,35.10584800953697,44.23815199046297,Lower third,15.320644353907115,16.033868298578764,44.9527995808634,8.767880351090628,33.683375326042686,-171.1894996326502,-4.049999999999997,39.49283106881427,1.8222582557534088,4.9679887016177995,0.8080372346899714,-23.07046979865772,-16.17915904936014,-9.89928764431344,-0.49090909090909096,Sell,Bearish,Strong Sell,Sell,Bearish technical bias,28.329363607251807,45.03063639274819,22.76618427684895,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NASDAQ-HUBG/,2026-09-06T07:14:29+00:00
2026-09-24,Time not supplied,CNXC,Concentrix Corporation,NASDAQ,United States,Aug/2026,2.4,1.0,9/25/2025,2.46,-2.4390243902439046,Forecast EPS broadly flat,2004452740.0,32.16,-2.100456621004581,862071.0,1962350206.9999998,19.12,57.875,68.20083682008367,-44.431965442764586,71.92309615629851,Overbought,1.9562919917227823,1.2700362953841355,Bullish,27.320499999999992,25.438699999999994,30.63512499999997,28.3907641857065,26.66857100971017,31.087479259984445,Positive / mixed,21.20891927157937,33.432080728420615,Upper third,87.90534618755476,88.80015966197307,25.750807821627532,32.22288585595145,11.459626924892616,126.05055976008295,6.759999999999998,27.63250658561047,1.8212393851230202,5.6630577895616305,0.6681921689521944,24.458204334365313,12.644483362521877,-5.467372134038819,0.2181818181818182,Buy,Bullish,Strong Buy,Sell,Bullish technical bias,23.814032659038926,40.505967340961064,25.951390985575472,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-24,https://www.tradingview.com/symbols/NASDAQ-CNXC/,2026-09-06T07:14:29+00:00
2026-09-23,Time not supplied,WS,"Worthington Steel, Inc.",NYSE,United States,Aug/2026,1.16,1.0,9/24/2025,,,Insufficient EPS comparison,1833568770.0,36.17,0.5001389274798547,211307.0,1842739048.0,27.22,49.17,32.88023512123439,-26.43888549928818,52.95385523529965,Neutral,-0.3302101760025806,-0.45047355589604926,Bullish,35.79150000000003,35.384800000000006,37.239999999999974,35.49572713991597,36.126134400367086,36.17325889186058,Mixed,32.43079010475631,39.15220989524374,Middle third,55.890813217701215,41.38862569155386,20.524360489587103,18.663137139539653,14.453850111305934,-0.8958302055307016,1.240000000000002,35.519192432441216,1.6730311577133448,4.625466291715081,0.7433521786040569,-5.363683935112499,-14.410790345480352,-4.815789473684206,0.06666666666666667,Neutral,Neutral,Buy,Unavailable,Neutral / mixed technical bias,28.503208079759,43.836791920241005,21.196549406251048,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-23,https://www.tradingview.com/symbols/NYSE-WS/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,PRGS,Progress Software Corporation,NASDAQ,United States,Aug/2026,1.16,2.0,9/29/2025,1.19,-2.521008403361347,Forecast EPS broadly flat,1829587330.0,44.05,-1.2553239184039504,364027.0,1806620120.0000002,23.82,47.37,84.92863140218303,-7.0086552670466595,54.33821586731652,Neutral,1.0990749288863029,1.3288525891480967,Bearish,43.982500000000016,40.99940000000006,36.98364999999999,43.6339692167403,40.860332792649054,38.914479090235645,Bullish alignment,42.2332272939895,45.73177270601053,Middle third,43.05220883534131,53.761713520749645,33.14103343470599,21.170096081952202,17.704360646094415,-28.008072798386134,-0.3100000000000023,44.162817998215864,1.7231401811985685,3.9117824771817675,0.6987924840076692,4.9559208958780046,38.087774294670844,12.948717948717942,0.1090909090909091,Buy,Neutral,Buy,Sell,Neutral / mixed technical bias,36.153579686637634,51.94642031336236,17.926039303887315,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NASDAQ-PRGS/,2026-09-06T07:14:29+00:00
2026-10-05,Time not supplied,IDT,IDT Corporation,NYSE,United States,Jul/2026,,7.0,N/A,0.76,,Insufficient EPS comparison,1709216510.0,68.83,0.14549687181724763,117976.0,1711703509.0,45.72,69.97,50.546806649168865,-1.6292696870087164,63.43937426997371,Neutral,1.2391245288288673,1.3728774339406304,Bearish,67.57399999999993,64.76800000000006,54.38765000000005,67.66013784252321,64.61364707923128,57.34189558319252,Bullish alignment,64.8302478245949,70.31775217540495,Upper third,74.8652645188509,72.91280384583158,20.72528552384809,20.655160373409704,18.27067309120595,53.7909066932665,0.9099999999999966,67.56329127901566,1.6754209665753463,2.434143493498978,0.7702316714489503,1.8647328696167016,23.617097701149422,34.85501567398119,0.37575757575757573,Buy,Neutral,Strong Buy,Sell,Neutral / mixed technical bias,61.1522565997524,76.5077434002476,11.154646811343314,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-10-05,https://www.tradingview.com/symbols/NYSE-IDT/,2026-09-06T07:14:29+00:00
2026-09-09,Time not supplied,ANAB,"AnaptysBio, Inc.",NASDAQ,United States,Jun/2026,-0.22,3.0,8/06/2025,-1.34,83.58208955223881,Forecast EPS growth,1701303300.0,56.8,-1.1486251305255895,1061882.0,1681761667.0,11.40244381,72.36,398.1388283640224,-21.503593145384194,49.264861779473065,Neutral,-0.08722296218773096,0.009516194697498048,Bearish,57.39850000000001,58.176700000000054,46.4390648881,56.98322539818952,57.00644260815245,47.35608389424726,Mixed,54.94491262637962,59.85208737362041,Middle third,36.10619469026552,28.218169361015374,10.769845579360272,14.412324001455433,14.460113945810935,-17.128482407207933,-0.9400000000000048,57.17203692783888,2.7043681917131392,4.761211605128766,2.4784095338345162,2.490075784915185,12.297350731514431,53.785642028470576,-0.17878787878787877,Sell,Neutral,Sell,Neutral,Neutral / mixed technical bias,44.40702805444369,69.19297194555631,21.818612580204764,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-ANAB/,2026-09-06T07:14:29+00:00
2026-09-22,Pre-market,MLKN,"MillerKnoll, Inc.",NASDAQ,United States,Aug/2026,0.35,3.0,9/23/2025,0.45,-22.22222222222223,Forecast EPS decline,1538933250.0,22.92,2.3671281822242123,377117.0,1561384610.9999998,13.7733,24.71,66.40892160920042,-7.2440307567786295,51.95731022931878,Neutral,0.068842987296442,0.2696150003900461,Bearish,23.181250000000002,22.340200000000003,18.721275000000013,22.879458968493786,21.86837801833821,19.486211250861558,Positive / mixed,22.076089943718568,24.286410056281436,Middle third,32.61608553373958,20.670318337972347,18.41636692973527,18.571667113042366,21.530180662025813,-87.57369076206058,-0.10999999999999943,23.119964798631273,0.8089594734959816,3.5294915946596053,0.6782008973932435,-5.25010334849111,54.86486486486487,17.177914110429462,0.31212121212121213,Buy,Neutral,Strong Buy,Neutral,Neutral / mixed technical bias,19.212881978553042,26.62711802144696,16.17416239723804,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-22,https://www.tradingview.com/symbols/NASDAQ-MLKN/,2026-09-06T07:14:29+00:00
2026-09-14,After hours,KMTS,"Kestra Medical Technologies, Ltd.",NASDAQ,United States,Jul/2026,-0.61,5.0,9/11/2025,-0.46,-32.6086956521739,Forecast EPS decline,1473282430.0,25.54,1.591089896579151,181777.0,1496723808.0,16.68,29.9999,53.11750599520384,-14.866382887942963,47.658396188189705,Neutral,0.06923193039723685,0.3949488433409486,Bearish,26.852500000000003,25.515100000000004,23.584800000000005,25.992156049498096,25.125656498114534,23.270578534215428,Positive / mixed,24.708458256003592,28.996541743996413,Lower third,14.818979914318879,12.155279266856565,12.287186881211571,15.916644173547205,17.809115281408225,-116.62147489708775,-1.4499999999999993,26.930240174213722,1.2737422602138757,4.987244558394188,0.7216841108961489,-0.5451713395638651,24.88997555012225,10.51492860233665,0.13636363636363635,Buy,Neutral,Unavailable,Buy,Neutral / mixed technical bias,19.702979676705777,31.37702032329422,22.854425698097977,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-14,https://www.tradingview.com/symbols/NASDAQ-KMTS/,2026-09-06T07:14:29+00:00
2026-09-08,After hours,INNV,InnovAge Holding Corp.,NASDAQ,United States,Jun/2026,0.09,2.0,9/09/2025,-0.01,999.9999999999998,Forecast turnaround to profit,1461880960.0,10.75,-0.1857010213556135,161443.0,1459166183.0,3.6864,12.64,191.61241319444446,-14.952531645569621,46.6025681423362,Neutral,-0.039260253809954904,-0.022049651890840138,Bearish,10.802000000000003,11.218200000000001,8.253050000000004,10.883627191544457,10.660532280183375,8.597805708571267,Mixed,10.384838160901653,11.219161839098353,Middle third,21.31680731364275,25.99731914956951,18.87083007130222,22.4219554421439,16.0655261794427,-17.47179551715845,-0.21000000000000085,10.81182912779253,0.49372593281041277,4.592799374980584,0.8204530093051384,-1.285583103764927,49.513212795549364,17.23009814612868,-0.1575757575757576,Sell,Neutral,Sell,Sell,Neutral / mixed technical bias,8.487463540333602,13.012536459666398,21.046850787594398,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NASDAQ-INNV/,2026-09-06T07:14:29+00:00
2026-09-09,After hours,WLTH,Wealthfront Corporation,NASDAQ,United States,Jul/2026,0.09,,N/A,,,Insufficient EPS comparison,1393540100.0,9.58,2.679528403001072,1333014.0,1430880489.0,7.2,14.75,33.05555555555555,-35.05084745762712,56.353002748166084,Neutral,-0.024893345812225576,-0.040958114185438384,Bullish,9.27025,9.295599999999991,,9.282691114979091,9.392273169009306,,Unavailable,8.874617910806638,9.665882089193364,Upper third,67.77917012941622,42.59460056299573,12.243160941801479,18.64155009198116,18.639394007983224,71.46442838793426,0.35999999999999943,9.287720906227088,0.32260145756061265,3.3674473649333265,1.0525811260683626,-1.1351909184726463,-3.524672708962736,12.441314553990617,0.39860139860139865,Buy,Neutral,Strong Buy,Buy,Neutral / mixed technical bias,8.101654401425408,11.058345598574592,15.43158244858655,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-09,https://www.tradingview.com/symbols/NASDAQ-WLTH/,2026-09-06T07:14:29+00:00
2026-09-16,Time not supplied,CBRL,"Cracker Barrel Old Country Store, Inc.",NASDAQ,United States,Jul/2026,0.2,3.0,9/17/2025,0.74,-72.97297297297298,Forecast EPS decline,1208096380.0,54.69,1.1840888066605006,736268.0,1222401394.0,24.85,60.26,120.08048289738427,-9.243279123796878,46.973223086074206,Neutral,0.018567431817359648,0.6326704091088718,Bearish,56.59100000000002,54.859799999999986,36.994724999999974,55.80122126407755,53.07566798740883,43.5204372277534,Mixed,53.27453109467547,59.90746890532458,Lower third,23.40652130023068,20.204356739473912,20.95823176342882,16.484304627853998,19.661078886010202,-107.36967376005312,-2.960000000000001,56.537365598494446,2.33087011694572,4.261967666750266,0.9587393416509289,-5.183772538141474,65.72727272727273,81.57370517928285,-0.06666666666666667,Neutral,Neutral,Sell,Unavailable,Neutral / mixed technical bias,44.00861125398566,65.37138874601433,19.53078944233742,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-16,https://www.tradingview.com/symbols/NASDAQ-CBRL/,2026-09-06T07:14:29+00:00
2026-09-08,After hours,AVO,"Mission Produce, Inc.",NASDAQ,United States,Jul/2026,0.1,4.0,9/08/2025,0.24,-58.33333333333333,Forecast EPS decline,1110179970.0,12.68,0.8750994431185316,458395.0,1119895108.0,10.07,15.53,25.918570009930477,-18.351577591757884,46.633652631720174,Neutral,-0.03039488108867161,0.02527762530898884,Bearish,12.93049999999999,12.879400000000023,12.82745000000001,12.834908880372137,12.764585452357737,12.66482371935718,Negative / mixed,12.492300273845864,13.368699726154116,Lower third,26.208651399491064,29.855810008481736,10.313506539845543,17.973315583214234,24.061333420278814,-105.81220460367567,-0.6099999999999994,12.908082724159817,0.3752355997060403,2.9592712910571004,0.8789917716345264,-0.6269592476489034,19.735599622285175,-6.764705882352941,-0.2212121212121212,Sell,Bearish,Strong Sell,Neutral,Bearish technical bias,10.96045446090492,14.39954553909508,13.561084693178858,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-08,https://www.tradingview.com/symbols/NASDAQ-AVO/,2026-09-06T07:14:29+00:00
2026-09-10,After hours,REF,Reformation Inc.,NYSE,United States,Jun/2026,0.2,,N/A,,,Insufficient EPS comparison,868320830.0,13.69,0.3665689149560039,190657.0,808753260.14,12.83,17.26,6.703039750584572,-20.68366164542296,42.89382105910479,Neutral,-0.6855334452873407,,Unavailable,14.674000000000001,,,14.721316679372789,,,Unavailable,13.180006693455486,16.167993306544517,Lower third,29.78174549171528,35.252573822563754,,15.197127667315915,23.697848770040732,-113.39860139860149,-0.7900000000000009,14.53322058776874,0.9264368229663963,6.767252176525905,0.4280276540837368,-14.437500000000004,-8.733333333333338,-8.733333333333338,-0.4285714285714286,Sell,Neutral,Strong Sell,Buy,Neutral / mixed technical bias,9.444533132162086,17.935466867837913,31.011445345784615,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-10,https://www.tradingview.com/symbols/NYSE-REF/,2026-09-06T07:14:29+00:00
2026-09-29,Time not supplied,IPX,IperionX Limited,NASDAQ,United States,Jun/2026,-0.16,6.0,N/A,,,Insufficient EPS comparison,738160380.0,21.75,0.13812154696133122,130676.0,771823923.39771,20.05,61.45,8.478802992518709,-64.60537021969081,46.2084110535191,Neutral,-0.7713185884806393,-0.8411903384390774,Bullish,22.54025000000002,23.578899999999933,34.030675000000016,22.22036175155458,24.44439262208098,31.305022663328337,Bearish alignment,19.524328126011998,25.556171873988045,Middle third,35.005917497255105,28.12759258422302,14.414792799329684,21.593990607466594,24.830001338230666,-47.9112347188426,-0.75,22.34420662964191,1.4005687316121787,6.43939646718243,0.4627795957106229,-9.975165562913908,-43.32985930171965,-53.114895451605946,-0.35757575757575755,Sell,Neutral,Strong Sell,Sell,Neutral / mixed technical bias,15.3317877713989,28.1682122286011,29.509021740694706,Complete,https://www.nasdaq.com/market-activity/earnings?date=2026-09-29,https://www.tradingview.com/symbols/NASDAQ-IPX/,2026-09-06T07:14:29+00:00
